"EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","avg_workings_hours","num_of_leaves","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
155,46,"No","Travel_Rarely","Sales",19,4,"Marketing","Female",1,"Sales Executive","Divorced",41080,2,14,0,19,5,10,0,8,2,3,7.64858222017827,12,3,3,2
156,42,"No","Travel_Frequently","Research & Development",18,4,"Technical Degree","Male",4,"Sales Executive","Married",132060,0,13,2,7,2,6,0,4,3,3,6.64173280352011,11,4,4,4
157,24,"Yes","Travel_Rarely","Research & Development",27,2,"Medical","Male",1,"Research Scientist","Single",104220,1,17,1,6,0,5,1,4,2,3,10.6618489055105,13,1,2,3
158,34,"Yes","Travel_Frequently","Research & Development",5,3,"Medical","Male",2,"Research Scientist","Divorced",137440,0,20,1,3,3,2,1,0,3,4,6.25667533022972,22,4,3,2
159,38,"No","Travel_Frequently","Sales",3,3,"Marketing","Female",2,"Sales Executive","Married",49070,1,11,1,1,3,1,0,0,3,3,8.62198528851857,12,4,4,3
160,40,"No","Travel_Rarely","Sales",26,4,"Marketing","Female",1,"Sales Executive","Married",34820,0,18,1,21,2,20,1,12,2,3,6.0546768944461,19,3,3,3
161,26,"No","Travel_Rarely","Research & Development",3,2,"Medical","Female",4,"Healthcare Representative","Divorced",24360,1,24,0,3,2,3,0,2,4,4,6.33332380184544,22,1,4,1
162,30,"No","Non-Travel","Research & Development",15,3,"Medical","Female",2,"Sales Executive","Married",23800,4,18,3,9,2,5,1,4,2,3,7.94185162693194,15,3,4,1
163,29,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",3,"Manufacturing Director","Married",194310,1,11,0,10,3,10,0,7,3,3,7.21677384134948,7,2,3,3
164,29,"Yes","Travel_Rarely","Research & Development",19,4,"Life Sciences","Male",3,"Research Scientist","Married",17900,5,16,1,6,4,2,1,1,2,3,6.69757803607785,12,3,2,4
165,19,"Yes","Travel_Rarely","Research & Development",4,3,"Medical","Male",1,"Sales Executive","Single",76440,1,15,2,1,2,1,0,0,3,3,7.94234597721443,15,1,4,4
166,30,"No","Non-Travel","Research & Development",2,4,"Life Sciences","Female",3,"Research Scientist","Married",51310,0,15,1,10,2,9,7,8,3,3,6.76419334052718,10,3,1,3
167,57,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",4,"Research Scientist","Divorced",63060,3,12,1,32,3,1,0,0,3,3,6.34119950195682,18,1,4,2
168,50,"No","Travel_Rarely","Sales",10,4,"Life Sciences","Female",3,"Manager","Married",47870,0,12,0,28,3,27,15,7,3,3,7.2190024288451,6,2,3,3
169,30,"No","Non-Travel","Sales",10,2,"Life Sciences","Male",3,"Laboratory Technician","Single",188800,0,22,1,12,3,11,6,7,3,4,6.33519529642032,9,3,4,2
170,60,"No","Travel_Frequently","Research & Development",16,3,"Life Sciences","Female",4,"Laboratory Technician","Married",23390,4,20,0,22,4,18,13,11,3,4,7.26062964024962,18,3,1,4
171,47,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree","Male",5,"Manufacturing Director","Divorced",135700,5,16,2,20,2,5,0,4,2,3,7.84682847490587,19,1,4,3
172,46,"No","Travel_Rarely","Sales",4,1,"Technical Degree","Male",1,"Laboratory Technician","Married",67120,6,21,1,26,3,3,0,1,2,4,6.84926473388135,7,1,3,1
173,35,"No","Travel_Rarely","Research & Development",15,2,"Medical","Female",2,"Laboratory Technician","Single",54060,0,12,1,6,2,5,4,3,3,3,6.532374225802,15,4,3,3
174,54,"No","Travel_Rarely","Research & Development",2,4,"Medical","Male",2,"Human Resources","Single",89380,7,11,3,19,2,1,0,0,3,3,7.68854497284108,8,3,3,3
175,34,"No","Travel_Rarely","Sales",8,2,"Life Sciences","Male",1,"Laboratory Technician","Divorced",24390,3,11,2,14,2,7,5,7,4,3,7.6249530864423,15,4,3,3
176,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Healthcare Representative","Married",88370,2,18,0,15,3,3,1,2,2,3,9.20502606196019,15,3,4,3
177,31,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences","Male",2,"Research Director","Divorced",53430,1,14,1,13,3,13,0,8,3,3,6.42696561886249,13,3,2,4
178,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",4,"Research Director","Married",67280,7,22,0,15,2,7,7,7,2,4,8.50908091130106,15,2,3,4
179,33,"Yes","Travel_Rarely","Sales",5,4,"Marketing","Male",2,"Research Director","Divorced",66520,7,25,0,8,5,4,1,3,3,4,7.00757468636109,5,1,4,3
180,30,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Sales Executive","Single",48500,0,12,1,4,4,3,1,2,3,3,6.52163482194945,8,4,2,3
181,35,"No","Travel_Rarely","Research & Development",12,2,"Medical","Female",2,"Sales Representative","Married",28090,4,23,1,10,2,8,0,0,1,4,8.90314223843509,7,4,3,3
182,31,"Yes","Travel_Frequently","Research & Development",22,2,"Medical","Female",2,"Sales Executive","Married",56890,3,15,2,12,2,1,0,0,2,3,6.63702432637848,21,1,3,3
183,34,"Yes","Travel_Frequently","Sales",17,1,"Marketing","Male",1,"Research Director","Divorced",20010,9,22,1,11,5,3,0,2,4,4,11.0055417738742,12,2,1,3
184,42,"No","Travel_Frequently","Research & Development",2,4,"Medical","Female",1,"Research Scientist","Married",29770,4,15,3,8,3,2,2,0,2,3,7.84742663660292,13,2,3,3
185,36,"No","Non-Travel","Research & Development",3,4,"Medical","Male",1,"Research Scientist","Single",40250,1,11,0,10,3,10,9,7,3,3,7.26956203956795,5,2,4,2
186,22,"Yes","Travel_Frequently","Research & Development",7,3,"Medical","Female",2,"Laboratory Technician","Single",37850,5,13,2,4,2,2,1,2,3,3,6.46826641035944,15,3,3,3
187,48,"No","Travel_Rarely","Research & Development",6,3,"Medical","Male",1,"Laboratory Technician","Married",108540,2,14,1,14,6,9,6,7,3,3,6.82603736557151,18,2,4,3
188,55,"No","Travel_Rarely","Research & Development",1,3,"Medical","Female",1,"Sales Executive","Single",120310,3,11,0,37,5,10,7,7,3,3,7.43145379265699,15,1,2,3
189,41,"No","Non-Travel","Research & Development",3,2,"Life Sciences","Female",2,"Research Scientist","Single",99360,7,17,1,16,2,14,1,10,2,3,6.24372861858403,19,4,4,3
190,35,"No","Travel_Rarely","Research & Development",22,3,"Medical","Female",1,"Sales Representative","Married",29660,9,18,0,15,2,11,6,9,2,3,6.06718929342953,16,2,3,3
191,40,"No","Travel_Rarely","Research & Development",15,3,"Life Sciences","Female",2,"Laboratory Technician","Single",25710,7,14,0,22,1,20,5,13,3,3,7.3407510639582,5,2,3,3
192,39,"No","Travel_Frequently","Research & Development",12,1,"Medical","Male",1,"Research Scientist","Married",99910,1,16,1,8,3,8,0,7,3,3,7.10400403260631,7,3,3,3
193,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",3,"Research Director","Single",61420,4,13,2,10,2,6,0,5,2,3,8.7531137775972,7,2,4,4
194,42,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",3,"Sales Executive","Married",53900,1,14,0,10,3,10,5,8,3,3,10.8191948438858,13,4,1,2
195,45,"No","Travel_Rarely","Research & Development",2,1,"Medical","Female",4,"Sales Executive","Married",44040,0,23,0,9,2,8,3,7,3,4,7.45218828245782,23,4,2,4
196,26,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences","Female",2,"Laboratory Technician","Divorced",59930,0,12,0,8,3,7,1,0,3,3,9.21485223830327,5,NA,3,2
197,29,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",1,"Research Scientist","Divorced",51300,4,11,0,8,3,3,1,2,2,3,7.43469582396302,21,4,4,4
198,33,"No","Travel_Rarely","Research & Development",16,3,"Medical","Female",1,"Laboratory Technician","Divorced",20900,4,16,0,10,2,6,0,5,3,3,7.44196404005645,8,1,3,3
199,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Female",1,"Sales Executive","Divorced",29090,9,14,2,10,2,5,0,1,3,3,6.75810751205435,15,3,4,2
200,18,"Yes","Travel_Frequently","Research & Development",2,3,"Technical Degree","Male",1,"Sales Executive","Single",34680,1,18,2,0,4,0,0,0,4,3,9.25456577759646,8,2,2,3
201,40,"No","Non-Travel","Research & Development",1,4,"Technical Degree","Female",2,"Laboratory Technician","Divorced",30680,3,19,0,20,3,1,0,1,2,3,6.92489297169361,10,3,1,3
202,41,"No","Non-Travel","Research & Development",23,3,"Life Sciences","Male",2,"Manufacturing Director","Single",26700,2,15,2,10,2,8,0,7,2,3,9.31752291935031,19,1,3,3
203,26,"No","Travel_Rarely","Research & Development",9,4,"Medical","Male",3,"Healthcare Representative","Divorced",26930,5,17,3,8,3,0,0,0,2,3,6.06957448561974,20,1,3,3
204,35,"No","Travel_Rarely","Research & Development",16,4,"Medical","Male",2,"Human Resources","Single",95260,1,15,0,5,2,5,0,3,2,3,6.37696393990505,21,1,3,3
205,34,"No","Travel_Rarely","Research & Development",26,3,"Medical","Male",1,"Laboratory Technician","Single",52370,1,19,1,10,3,10,5,7,2,3,6.45449574876962,12,4,4,3
206,26,"Yes","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Manufacturing Director","Single",24260,1,22,0,1,3,1,0,0,1,4,8.78066328870139,16,3,4,1
207,37,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences","Male",1,"Sales Executive","Single",41930,4,16,1,12,5,6,1,2,3,3,7.42947215592445,9,2,4,4
208,46,"No","Travel_Frequently","Research & Development",4,1,"Medical","Male",5,"Human Resources","Married",29110,5,13,0,28,3,2,1,2,3,3,6.24828157275529,21,1,3,2
209,41,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences","Male",1,"Research Director","Married",26610,7,14,1,22,2,18,11,8,3,3,7.74346258902879,10,2,1,3
210,37,"No","Non-Travel","Research & Development",7,2,"Medical","Male",1,"Sales Executive","Divorced",20280,1,16,1,9,3,9,7,7,3,3,7.5451544835864,8,1,2,3
211,52,"No","Travel_Rarely","Sales",2,1,"Medical","Male",1,"Laboratory Technician","Divorced",99800,NA,11,1,18,2,10,6,9,3,3,9.10098141626172,5,4,1,3
212,32,"Yes","Non-Travel","Research & Development",7,2,"Life Sciences","Female",2,"Research Director","Married",32980,8,22,0,6,4,4,1,2,2,4,6.04421826959463,8,4,3,3
213,24,"No","Travel_Frequently","Sales",22,3,"Life Sciences","Female",1,"Healthcare Representative","Married",29350,0,14,2,3,5,2,2,1,2,3,6.08131505264274,7,4,4,3
214,38,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Female",1,"Research Scientist","Married",154270,3,16,1,18,2,1,0,0,3,3,6.07127840276784,10,3,3,3
215,37,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree","Female",5,"Research Scientist","Married",39440,6,11,2,8,3,6,4,3,3,3,6.94334395890444,12,2,2,2
216,49,"No","Travel_Rarely","Sales",21,1,"Life Sciences","Male",1,"Sales Executive","Divorced",40110,1,18,2,31,2,31,0,9,1,3,10.7932500482869,8,4,3,3
217,24,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",1,"Sales Executive","Married",34070,1,15,2,6,2,6,1,4,2,3,9.01062606371171,18,2,4,3
218,26,"No","Travel_Rarely","Research & Development",19,4,"Technical Degree","Female",4,"Sales Executive","Married",119940,1,14,1,6,6,5,1,4,3,3,7.42279729307989,7,1,2,4
219,24,"No","Travel_Rarely","Sales",7,3,"Medical","Female",1,"Laboratory Technician","Married",12320,1,12,0,1,4,1,0,0,1,3,6.86950515460753,17,4,2,3
220,50,"No","Travel_Frequently","Sales",2,2,"Marketing","Male",1,"Sales Executive","Married",29600,1,14,3,32,2,32,10,7,3,3,6.83300038645142,5,1,2,3
221,25,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Research Scientist","Married",190940,1,16,0,7,3,7,0,6,2,3,7.45103729044321,22,2,3,3
222,24,"Yes","Travel_Frequently","Research & Development",2,3,"Medical","Male",2,"Research Scientist","Married",39190,1,21,0,6,3,6,1,2,3,4,10.8364148098582,3,1,3,3
223,30,"Yes","Travel_Frequently","Research & Development",9,3,"Other","Male",2,"Healthcare Representative","Married",68250,1,14,0,1,2,1,0,0,3,3,6.92283468350045,16,2,1,4
224,34,"No","Travel_Rarely","Sales",6,2,"Life Sciences","Male",4,"Research Director","Married",102480,1,12,1,6,4,6,1,3,3,3,8.93467112808939,18,2,4,3
225,31,"Yes","Travel_Rarely","Research & Development",9,1,"Medical","Female",1,"Sales Representative","Divorced",189470,2,12,2,9,2,3,1,2,2,3,6.72912303162907,10,2,1,1
226,35,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",5,"Sales Executive","Single",24960,4,17,3,9,3,3,0,2,3,3,7.9598676143861,10,1,4,3
227,31,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Sales Executive","Divorced",64650,4,17,0,13,3,7,5,7,3,3,6.36030266271349,15,1,4,4
228,27,"No","Travel_Rarely","Sales",22,4,"Medical","Male",1,"Sales Representative","Divorced",22060,0,14,1,6,4,5,0,3,3,3,7.92360205422012,10,1,3,2
229,37,"No","Travel_Rarely","Sales",9,4,"Marketing","Female",2,"Laboratory Technician","Married",20860,4,14,0,17,3,3,1,0,3,3,8.90985050140746,6,4,3,2
230,20,"No","Travel_Rarely","Research & Development",17,4,"Medical","Female",1,"Sales Representative","Single",22930,1,13,2,1,3,1,0,0,1,3,7.13167821293418,7,4,2,4
231,42,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences","Female",2,"Manufacturing Director","Married",26450,1,15,0,10,5,10,2,2,3,3,7.53044437674798,14,3,4,3
232,43,"No","Travel_Rarely","Research & Development",10,5,"Technical Degree","Female",2,"Sales Executive","Divorced",26830,4,11,0,21,3,1,0,0,3,3,8.71388904885445,4,2,4,2
233,38,"No","Travel_Rarely","Human Resources",2,4,"Medical","Male",1,"Human Resources","Single",20140,3,17,1,8,5,0,0,0,4,3,6.84658258451887,7,3,1,2
234,43,"No","Travel_Frequently","Sales",4,3,"Medical","Female",2,"Healthcare Representative","Divorced",34190,3,11,1,10,5,8,4,7,3,3,9.15140492317617,6,4,3,3
235,48,"No","Travel_Rarely","Research & Development",8,1,"Medical","Male",2,"Laboratory Technician","Married",53760,7,13,1,21,3,3,0,2,4,3,7.0598525595553,12,4,1,1
236,44,"No","Travel_Rarely","Sales",29,4,"Marketing","Male",2,"Sales Executive","Single",19510,4,22,3,10,4,2,0,2,4,4,6.75197118628186,21,1,3,4
237,34,"No","Travel_Rarely","Research & Development",13,4,"Life Sciences","Female",1,"Laboratory Technician","Divorced",23410,1,20,2,8,3,8,0,6,2,4,8.43424957711747,16,3,3,3
238,27,"Yes","Travel_Rarely","Sales",27,3,"Life Sciences","Male",2,"Research Scientist","Divorced",22930,0,18,0,5,0,4,0,2,3,3,6.53040818607812,10,3,1,3
239,21,"No","Travel_Rarely","Sales",16,2,"Life Sciences","Male",3,"Sales Executive","Single",87260,1,11,1,3,2,3,1,2,1,3,7.27580476800931,19,3,3,3
240,44,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Laboratory Technician","Married",40110,4,14,1,26,2,2,0,1,3,3,8.72021595403121,18,4,4,4
241,22,"No","Travel_Rarely","Research & Development",2,2,"Medical","Female",2,"Laboratory Technician","Married",195450,0,14,0,3,3,2,2,2,2,3,6.09104942047717,22,1,3,3
242,33,"No","Travel_Rarely","Sales",13,4,"Marketing","Female",2,"Manufacturing Director","Divorced",45680,0,18,1,6,2,5,1,2,3,3,7.32355501903584,14,3,3,3
243,32,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences","Female",1,"Healthcare Representative","Married",30220,1,16,1,6,3,6,0,5,3,3,9.40026655537498,7,1,4,2
244,30,"No","Travel_Frequently","Research & Development",4,5,"Technical Degree","Male",3,"Manager","Divorced",57720,1,17,0,1,3,1,0,0,3,3,7.35064172738422,12,3,3,3
245,53,"No","Travel_Rarely","Research & Development",24,3,"Other","Female",3,"Manager","Single",22690,7,11,1,18,2,14,8,10,2,3,7.15656369226603,14,4,1,4
246,34,"No","Travel_Rarely","Research & Development",1,5,"Medical","Male",1,"Research Scientist","Married",53810,1,12,0,10,0,10,8,8,3,3,7.47788282877061,10,2,4,2
247,45,"Yes","Travel_Frequently","Research & Development",19,4,"Life Sciences","Male",3,"Research Director","Married",34410,2,13,1,5,5,1,0,0,3,3,7.6142236017408,21,1,1,3
248,26,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences","Male",1,"Manufacturing Director","Married",54540,1,13,1,3,5,3,0,2,4,3,9.98126935664112,5,3,4,3
249,37,"No","Travel_Rarely","Research & Development",4,3,"Medical","Male",1,"Manager","Married",98840,1,14,0,10,3,10,7,8,2,3,6.264746692409,11,3,3,3
250,29,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",1,"Healthcare Representative","Married",41570,1,17,3,6,2,6,1,2,3,3,6.85628430113157,15,2,3,2
251,35,"No","Travel_Rarely","Research & Development",10,5,"Medical","Female",4,"Laboratory Technician","Single",134580,1,11,0,17,3,17,11,8,3,3,6.70215032803508,12,2,4,3
252,33,"No","Travel_Frequently","Research & Development",8,3,"Technical Degree","Male",2,"Laboratory Technician","Divorced",90690,3,25,1,15,3,13,4,7,3,4,7.55320485227844,7,3,4,1
253,54,"No","Travel_Rarely","Research & Development",5,2,"Life Sciences","Female",2,"Sales Executive","Married",40140,2,19,1,16,4,9,7,1,2,3,6.45864509932534,21,3,2,4
254,36,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences","Male",2,"Research Scientist","Divorced",59150,2,13,1,13,3,3,0,2,2,3,10.7153778966078,12,2,2,3
255,27,"No","Travel_Rarely","Sales",9,3,"Marketing","Male",5,"Research Director","Single",59930,0,14,1,5,3,4,1,1,1,3,7.04790606111276,19,1,4,3
256,20,"Yes","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",5,"Sales Representative","Single",61620,1,12,3,1,2,1,1,1,2,3,8.65873743314974,11,4,3,3
257,33,"Yes","Travel_Frequently","Research & Development",15,4,"Medical","Female",1,"Laboratory Technician","Single",24060,1,11,0,10,3,10,9,7,3,3,10.4170274890696,3,1,1,3
258,35,"No","Non-Travel","Research & Development",2,1,"Medical","Male",1,"Research Scientist","Married",187400,1,19,1,1,2,1,0,0,4,3,6.77796273514709,18,3,3,3
259,23,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Healthcare Representative","Married",76370,2,11,1,5,3,3,0,2,3,3,7.13313458361744,15,1,1,4
260,25,"No","Travel_Rarely","Research & Development",11,3,"Medical","Male",2,"Manufacturing Director","Married",100960,0,11,1,4,3,3,1,2,3,3,7.71787396232439,8,4,2,3
261,38,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Male",5,"Research Scientist","Single",147560,0,20,1,8,3,7,0,5,2,4,6.84293618196878,7,4,4,3
262,29,"No","Travel_Frequently","Sales",2,4,"Life Sciences","Male",4,"Healthcare Representative","Divorced",64990,1,18,3,10,3,10,2,8,2,3,7.84340324944851,20,2,4,3
263,48,"No","Travel_Rarely","Research & Development",16,3,"Technical Degree","Male",1,"Sales Executive","Married",97240,3,13,0,12,2,2,2,2,4,3,7.14226908793269,19,2,2,3
264,27,"No","Travel_Frequently","Sales",4,3,"Technical Degree","Male",5,"Laboratory Technician","Divorced",21940,1,12,0,6,5,6,0,4,3,3,8.91418802052893,15,4,4,3
265,37,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Male",3,"Manager","Single",33880,3,11,0,4,2,1,0,0,4,3,7.64456967561493,20,4,4,3
266,50,"No","Travel_Rarely","Sales",5,3,"Medical","Male",1,"Laboratory Technician","Married",54730,1,19,1,20,2,20,3,8,4,3,9.14397193351409,3,4,3,3
267,34,"No","Travel_Rarely","Research & Development",18,1,"Medical","Male",1,"Healthcare Representative","Single",27030,1,21,1,9,2,8,7,7,3,4,6.86660392003962,17,4,2,4
268,24,"Yes","Travel_Rarely","Research & Development",17,2,"Life Sciences","Female",1,"Healthcare Representative","Single",25010,9,12,0,4,3,2,2,0,1,3,7.55116842963121,8,1,3,3
269,39,"No","Travel_Rarely","Research & Development",12,5,"Medical","Female",1,"Sales Representative","Single",62200,1,14,2,20,2,20,11,10,3,3,6.75908172841771,16,4,3,3
270,32,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",5,"Research Scientist","Single",30380,1,11,0,10,5,10,0,8,1,3,7.93550157985096,15,4,4,2
271,50,"Yes","Travel_Frequently","Research & Development",4,2,"Medical","Male",4,"Sales Representative","Married",44240,3,14,1,18,2,4,1,3,2,3,8.23711261451767,3,2,3,3
272,38,"No","Travel_Rarely","Research & Development",9,4,"Life Sciences","Male",1,"Sales Executive","Single",43120,0,12,1,10,2,9,1,8,2,3,7.20795170477704,16,2,4,2
273,27,"No","Travel_Rarely","Research & Development",10,3,"Medical","Male",5,"Research Scientist","Married",132450,1,23,1,9,3,9,0,7,2,4,6.55931824301547,18,3,1,3
274,32,"No","Travel_Rarely","Sales",1,3,"Medical","Male",2,"Sales Executive","Single",136640,3,14,0,10,6,7,7,7,3,3,7.96915127184073,19,3,4,NA
275,47,"No","Travel_Rarely","Research & Development",2,3,"Medical","Female",5,"Sales Executive","Single",50210,2,17,0,20,3,7,1,7,3,3,6.76432420391199,18,4,1,3
276,40,"No","Travel_Frequently","Research & Development",3,4,"Medical","Female",3,"Human Resources","Married",51260,5,18,0,20,2,18,1,12,3,3,8.64531892331669,7,4,1,3
